trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
68,0,68,0,163.23976809997112,,163.2149563001003,5,163.23976809997112,163.23976809997112,0.0137060999404639,164.41182010015473,[0.355],[0.34],[1],[0],[0],[1.1835012999363244],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
69,0,69,0,164.4392286001239,,164.41484270012006,5,164.4392286001239,164.4392286001239,0.013135300017893314,165.5118170999922,[0.31166666666666665],[-0.13333333333333333],[1],[0],[0],[1.0839076000265777],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
70,0,70,0,165.53882350004278,,165.5150204000529,5,165.53882350004278,165.53882350004278,0.011043100152164698,166.7774672000669,[0.475],[-0.3616666666666667],[1],[0],[0],[1.2512254000175744],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
71,0,71,0,166.80451839999296,,166.78000789997168,5,166.80451839999296,166.80451839999296,0.013089300133287907,169.40888040000573,[0.23],[0.4766666666666667],[1],[0],[0],[2.615993599873036],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
72,0,72,0,169.45268020010553,,169.41099880007096,10,169.45268020010553,169.45268020010553,0.020719599910080433,171.05624069995247,[-0.3283333333333333],[0.4033333333333333],[1],[0],[0],[1.624670899938792],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
73,0,73,0,171.10197010007687,,171.05925679998472,10,171.10197010007687,171.10197010007687,0.02156480005942285,172.1878335000947,[-0.4266666666666667],[0.4266666666666667],[1],[0],[0],[1.1073896000161767],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
74,0,74,0,172.25066150003113,,172.18998409993947,10,172.25066150003113,172.25066150003113,0.02148009999655187,173.68656249996275,[0.29],[0.11166666666666666],[1],[0],[0],[1.475117600057274],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
75,0,75,0,173.71705000009388,,173.68907710001804,5,173.71705000009388,173.71705000009388,0.01046180003322661,175.3884992999956,[-0.4216666666666667],[0.051666666666666666],[1],[0],[0],[1.6891958999913186],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
76,0,76,0,175.41560510010459,,175.39061280013993,5,175.41560510010459,175.41560510010459,0.012336299987509847,176.88754889997654,[0.215],[0.26166666666666666],[1],[0],[0],[1.4845969998277724],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
77,0,77,0,176.9319877999369,,176.89040339994244,10,176.9319877999369,176.9319877999369,0.020573199959471822,178.35209430009127,[0.21333333333333335],[-0.12833333333333333],[1],[0],[0],[1.441357099916786],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
78,0,78,0,178.3801611000672,,178.35514830006287,5,178.3801611000672,178.3801611000672,0.013998400187119842,179.3865396999754,[0.17],[0.09333333333333334],[1],[0],[0],[1.0181817000266165],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
79,0,79,0,179.41346179996617,,179.38917290000245,5,179.41346179996617,179.41346179996617,0.012734099989756942,180.7686252000276,[-0.075],[0.34833333333333333],[1],[0],[0],[1.3664526999928057],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
80,0,80,0,180.79656239994802,,180.77325630001724,5,180.79656239994802,180.79656239994802,0.01535829994827509,182.65063820010982,[0.11166666666666666],[0.3516666666666667],[1],[0],[0],[1.86269410001114],[],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
81,0,81,0,182.67756900005043,,182.65337239997461,5,182.67756900005043,182.67756900005043,0.013951800065115094,183.54809659998864,[-0.18],[0.2633333333333333],[1],[0],[0],[0.8809577999636531],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
82,0,82,0,183.5946003999561,,183.55023610009812,10,183.5946003999561,183.5946003999561,0.026076700072735548,184.69946090015583,[0.45166666666666666],[0.36666666666666664],[1],[0],[0],[1.123258400009945],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
83,0,83,0,184.7437070000451,,184.70181860006414,10,184.7437070000451,184.7437070000451,0.022683799965307117,186.41832410008647,[-0.05333333333333334],[0.4216666666666667],[1],[0],[0],[1.6938951001502573],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
84,0,84,0,186.47553270007484,,186.42162670008838,10,186.47553270007484,186.47553270007484,0.023377700010314584,187.37883340008557,[0.035],[0.27666666666666667],[1],[0],[0],[0.9342364000622183],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
85,0,85,0,187.4414459001273,,187.38112269993871,10,187.4414459001273,187.4414459001273,0.026722299866378307,189.5274998000823,[0.4083333333333333],[0.16666666666666666],[1],[0],[0],[2.1190544001292437],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
86,0,86,0,189.55684230010957,,189.5298693999648,5,189.55684230010957,189.55684230010957,0.010521200019866228,190.67880380013958,[0.19666666666666666],[0.25],[1],[0],[0],[1.1385955999139696],['target'],534755,001,2024-10-07_20h03.29.800,visualsearch,2024.1.5,None,2024-10-07 20h03.35.407349 +0530,
