trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,15.328837999841198,,15.309094799915329,5,15.328837999841198,15.328837999841198,0.014121599961072206,16.427041799994186,[0.20277777777777778],[-0.07222222222222222],[1],[0],[0],[1.103156799916178],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
11,0,11,0,16.486569999950007,,16.433112500002608,10,16.486569999950007,16.486569999950007,0.042698999866843224,17.806978299980983,[-0.2],[-0.20185185185185187],[1],[0],[0],[1.3319363999180496],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
12,0,12,0,17.851023099850863,,17.809778800001368,10,17.851023099850863,17.851023099850863,0.02404439984820783,19.87743019987829,[0.2962962962962963],[0.1712962962962963],[1],[0],[0],[2.0437250998802483],[],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
13,0,13,0,19.936830200022087,,19.88114960002713,10,19.936830200022087,19.936830200022087,0.03155219997279346,23.086725199827924,[-0.29907407407407405],[-0.4351851851851852],[1],[0],[0],[3.1741890001576394],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
14,0,14,0,23.145520699908957,,23.091396000003442,10,23.145520699908957,23.145520699908957,0.029247900005429983,25.021369699854404,[0.33425925925925926],[-0.13518518518518519],[1],[0],[0],[1.9012420000508428],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
15,0,15,0,25.047758999979123,,25.025117199867964,5,25.047758999979123,25.047758999979123,0.016225800151005387,26.375022599939257,[-0.08055555555555556],[0.1712962962962963],[1],[0],[0],[1.3327073000837117],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
16,0,16,0,26.424737199908122,,26.380571000045165,10,26.424737199908122,26.424737199908122,0.02955490001477301,29.133376499870792,[0.19166666666666668],[0.42962962962962964],[1],[0],[0],[2.7238503999542445],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
17,0,17,0,29.18341810000129,,29.136716600041837,10,29.18341810000129,29.18341810000129,0.030496299965307117,30.570770799880847,[0.3148148148148148],[0.05648148148148148],[1],[0],[0],[1.40376319992356],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
18,0,18,0,30.626452199881896,,30.573718499857932,10,30.626452199881896,30.626452199881896,0.029717299854382873,34.090307999867946,[-0.44351851851851853],[-0.32037037037037036],[1],[0],[0],[3.4870025999844074],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
19,0,19,0,34.15204879990779,,34.09560649981722,10,34.15204879990779,34.15204879990779,0.027438400080427527,36.49681859998964,[-0.21296296296296297],[0.2972222222222222],[1],[0],[0],[2.373892999952659],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
20,0,20,0,36.51982089993544,,36.5000226998236,5,36.51982089993544,36.51982089993544,0.01319510000757873,38.19844379997812,[0.47129629629629627],[-0.17314814814814813],[1],[0],[0],[1.685354100074619],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
21,0,21,0,38.25192459998652,,38.20262739993632,10,38.25192459998652,38.25192459998652,0.03722029994241893,39.49302289984189,[0.08518518518518518],[0.026851851851851852],[1],[0],[0],[1.2536595000419766],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
22,0,22,0,39.538074699928984,,39.49614349985495,10,39.538074699928984,39.538074699928984,0.025082599837332964,40.587039599893615,[0.2361111111111111],[0.06851851851851852],[1],[0],[0],[1.0660584999714047],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
23,0,23,0,40.66602459992282,,40.59110730001703,10,40.66602459992282,40.66602459992282,0.04006069991737604,43.98484709998593,[-0.3731481481481482],[-0.25],[1],[0],[0],[3.353859599912539],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
24,0,24,0,44.05200559995137,,43.988071399973705,10,44.05200559995137,44.05200559995137,0.034206500044092536,45.16294059995562,[0.08981481481481482],[-0.06481481481481481],[1],[0],[0],[1.1409485000185668],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
25,0,25,0,45.187476199818775,,45.166642899857834,5,45.187476199818775,45.187476199818775,0.014039099914953113,46.42718019988388,[-0.3814814814814815],[0.2537037037037037],[1],[0],[0],[1.246559499995783],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
26,0,26,0,46.46618300001137,,46.43296939996071,5,46.46618300001137,46.46618300001137,0.02638150006532669,47.68979529989883,[0.3490740740740741],[-0.15555555555555556],[1],[0],[0],[1.2304066999349743],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
27,0,27,0,47.72344219987281,,47.69630219996907,5,47.72344219987281,47.72344219987281,0.02105069998651743,48.72455759998411,[0.03981481481481482],[0.03796296296296296],[1],[0],[0],[1.007921100128442],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
28,0,28,0,48.76171849993989,,48.731960699893534,5,48.76171849993989,48.76171849993989,0.02493039984256029,49.80439299996942,[0.11203703703703703],[-0.27685185185185185],[1],[0],[0],[1.0481254998594522],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
29,0,29,0,49.83832539990544,,49.811420699814335,5,49.83832539990544,49.83832539990544,0.0203273999504745,51.25393270002678,[0.44537037037037036],[0.12314814814814815],[1],[0],[0],[1.4228941998444498],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
30,0,30,0,51.307789199985564,,51.25949259987101,10,51.307789199985564,51.307789199985564,0.03666500002145767,53.42687139986083,[-0.462037037037037],[0.32037037037037036],[1],[0],[0],[2.131532199913636],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
31,0,31,0,53.45453620003536,,53.430567199829966,5,53.45453620003536,53.45453620003536,0.017675300128757954,54.78519289987162,[-0.4601851851851852],[0.45092592592592595],[1],[0],[0],[1.3371705999597907],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
32,0,32,0,54.84091109992005,,54.79013550002128,10,54.84091109992005,54.84091109992005,0.0387079999782145,55.98838429991156,[0.05],[0.16018518518518518],[1],[0],[0],[1.160414099926129],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
33,0,33,0,56.04534749989398,,55.991656800033525,10,56.04534749989398,56.04534749989398,0.03677690005861223,57.21784899989143,[-0.13240740740740742],[0.26296296296296295],[1],[0],[0],[1.1896473001688719],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
34,0,34,0,57.240662100026384,,57.220684699947014,5,57.240662100026384,57.240662100026384,0.013687399914488196,58.31947649992071,[0.17407407407407408],[-0.12037037037037036],[1],[0],[0],[1.0847823000513017],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
35,0,35,0,58.37151800002903,,58.32653889991343,10,58.37151800002903,58.37151800002903,0.03286010003648698,63.77782189985737,[0.027777777777777776],[-0.018518518518518517],[1],[0],[0],[5.419407099951059],[],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
36,0,36,0,63.80593769997358,,63.78154610004276,5,63.80593769997358,63.80593769997358,0.01763239991851151,64.96571479993872,[-0.3212962962962963],[0.4740740740740741],[1],[0],[0],[1.1664065001532435],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
37,0,37,0,65.00195609987713,,64.97107729990967,5,65.00195609987713,65.00195609987713,0.021088399924337864,66.7439973000437,[0.45185185185185184],[0.48333333333333334],[1],[0],[0],[1.7519944999366999],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
38,0,38,0,66.77265960001387,,66.74993179994635,5,66.77265960001387,66.77265960001387,0.017287699971348047,68.10932469996624,[-0.32685185185185184],[0.09444444444444444],[1],[0],[0],[1.342453399905935],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
39,0,39,0,68.13975770003162,,68.11548539996147,5,68.13975770003162,68.13975770003162,0.01849199994467199,70.20998979988508,[-0.4027777777777778],[-0.32314814814814813],[1],[0],[0],[2.0764128000009805],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
40,0,40,0,70.23581620003097,,70.21432499983348,5,70.23581620003097,70.23581620003097,0.014807900181040168,71.62733869999647,[-0.012962962962962963],[-0.3138888888888889],[1],[0],[0],[1.3983698000665754],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
41,0,41,0,71.66902909986675,,71.63105840003118,10,71.66902909986675,71.66902909986675,0.025996100157499313,72.72636749991216,[0.10833333333333334],[0.06666666666666667],[1],[0],[0],[1.069504499901086],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
42,0,42,0,72.753194199875,,72.73154029995203,5,72.753194199875,72.753194199875,0.01673050015233457,73.34012879990041,[0.1037037037037037],[0.06018518518518518],[1],[0],[0],[0.592382499948144],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
43,0,43,0,73.37076679989696,,73.34669669996947,5,73.37076679989696,73.37076679989696,0.01820569997653365,74.23979509994388,[0.10277777777777777],[0.19444444444444445],[1],[0],[0],[0.8749589000362903],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
44,0,44,0,74.29457669984549,,74.24532099999487,10,74.29457669984549,74.29457669984549,0.036056100158020854,75.8791056999471,[-0.32685185185185184],[0.16944444444444445],[1],[0],[0],[1.5978381000459194],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
45,0,45,0,75.92854529991746,,75.88230399996974,10,75.92854529991746,75.92854529991746,0.028931300155818462,78.10979789984412,[0.3101851851851852],[0.44166666666666665],[1],[0],[0],[2.1987853997852653],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
46,0,46,0,78.16913259983994,,78.11344529991038,10,78.16913259983994,78.16913259983994,0.030086399987339973,79.68586359987967,[0.3990740740740741],[-0.09351851851851851],[1],[0],[0],[1.542555599939078],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
47,0,47,0,79.74068889999762,,79.68879879987799,10,79.74068889999762,79.74068889999762,0.025187399936839938,83.02285879990086,[0.12314814814814815],[-0.325],[1],[0],[0],[3.3089413999114186],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
48,0,48,0,83.08525449992158,,83.02571129985154,10,83.08525449992158,83.08525449992158,0.02693750010803342,84.74500049999915,[-0.25277777777777777],[0.3990740740740741],[1],[0],[0],[1.6924795999657363],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
49,0,49,0,84.77336949994788,,84.74938229983672,5,84.77336949994788,84.77336949994788,0.018394999904558063,86.20161089999601,[0.20925925925925926],[0.5],[1],[0],[0],[1.4339977998752147],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
50,0,50,0,86.25170609983616,,86.20807389984839,10,86.25170609983616,86.25170609983616,0.03317670011892915,88.03702980000526,[0.275],[-0.20925925925925926],[1],[0],[0],[1.7966070999391377],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
51,0,51,0,88.06076300004497,,88.04079639981501,5,88.06076300004497,88.06076300004497,0.013920800061896443,90.61142789991572,[0.012962962962962963],[0.4824074074074074],[1],[0],[0],[2.5567413999233395],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
52,0,52,0,90.63641769997776,,90.6160583999008,5,90.63641769997776,90.63641769997776,0.014903899980708957,91.72751270001754,[-0.009259259259259259],[0.2222222222222222],[1],[0],[0],[1.0968756000511348],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
53,0,53,0,91.7712232999038,,91.73177960002795,10,91.7712232999038,91.7712232999038,0.0272253998555243,94.09202830004506,[0.019444444444444445],[-0.3861111111111111],[1],[0],[0],[2.33342370018363],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
54,0,54,0,94.14273789990693,,94.09543959982693,10,94.14273789990693,94.14273789990693,0.030812100041657686,98.62851179996505,[-0.42407407407407405],[0.07592592592592592],[1],[0],[0],[4.502137999981642],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
55,0,55,0,98.68524809996597,,98.63209760002792,10,98.68524809996597,98.68524809996597,0.025441700126975775,99.34260590001941,[-0.42407407407407405],[0.07592592592592592],[1],[0],[0],[0.6852417998015881],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
56,0,56,0,99.37043399992399,,99.3470890999306,5,99.37043399992399,99.37043399992399,0.01642220001667738,101.95756309991702,[-0.42592592592592593],[0.39444444444444443],[1],[0],[0],[2.594398200046271],[],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
57,0,57,0,102.0109098998364,,101.96285429992713,10,102.0109098998364,102.0109098998364,0.03791620000265539,102.88618079992011,[-0.35185185185185186],[0.4212962962962963],[1],[0],[0],[0.8862075998913497],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
58,0,58,0,102.9073769999668,,102.88901499984786,5,102.9073769999668,102.9073769999668,0.012534300098195672,104.71979000000283,[-0.19166666666666668],[-0.1],[1],[0],[0],[1.8181355998385698],[],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
59,0,59,0,104.76414370001294,,104.72508559981361,10,104.76414370001294,104.76414370001294,0.027980699902400374,106.53704759990796,[0.05648148148148148],[-0.24074074074074073],[1],[0],[0],[1.7845942000858486],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
60,0,60,0,106.57196349999867,,106.54143360001035,5,106.57196349999867,106.57196349999867,0.02102699992246926,108.03447319986299,[-0.09444444444444444],[0.16203703703703703],[1],[0],[0],[1.472287899814546],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
61,0,61,0,108.08010219992138,,108.03983589983545,10,108.08010219992138,108.08010219992138,0.02893269993364811,109.39898890000768,[0.29259259259259257],[-0.002777777777777778],[1],[0],[0],[1.3309236001223326],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
62,0,62,0,109.4279926000163,,109.40293350000866,5,109.4279926000163,109.4279926000163,0.01874390011653304,110.54881790000945,[0.2722222222222222],[0.2518518518518518],[1],[0],[0],[1.1273626999463886],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
63,0,63,0,110.59132159990259,,110.55393569986336,5,110.59132159990259,110.59132159990259,0.028610399924218655,111.4646951998584,[0.23425925925925925],[0.17592592592592593],[1],[0],[0],[0.8827524001244456],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
64,0,64,0,111.50567430001684,,111.46866809995845,10,111.50567430001684,111.50567430001684,0.025121299782767892,114.98918120004237,[-0.15925925925925927],[0.06111111111111111],[1],[0],[0],[3.495664600050077],[],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
65,0,65,0,115.04114999994636,,114.99517969996668,10,115.04114999994636,115.04114999994636,0.0312689000274986,117.34666189993732,[-0.487962962962963],[0.4351851851851852],[1],[0],[0],[2.320890799863264],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
66,0,66,0,117.3972616000101,,117.35117349983193,10,117.3972616000101,117.3972616000101,0.025476600043475628,118.7146228000056,[-0.2574074074074074],[0.2],[1],[0],[0],[1.3384040999226272],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
67,0,67,0,118.73650669981726,,118.71754710003734,5,118.73650669981726,118.73650669981726,0.01313890004530549,119.99388849991374,[-0.14074074074074075],[0.1287037037037037],[1],[0],[0],[1.263036800082773],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
68,0,68,0,120.01988909998909,,119.99866829998791,5,120.01988909998909,120.01988909998909,0.015673999907448888,121.92489339993335,[-0.44722222222222224],[-0.36944444444444446],[1],[0],[0],[1.910737399943173],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
69,0,69,0,121.9707299999427,,121.92953409999609,10,121.9707299999427,121.9707299999427,0.030134399887174368,124.10928119998425,[0.38333333333333336],[0.4212962962962963],[1],[0],[0],[2.150347800226882],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
70,0,70,0,124.1298753998708,,124.11201169993728,5,124.1298753998708,124.1298753998708,0.012713199947029352,125.35073119984008,[0.14166666666666666],[0.13148148148148148],[1],[0],[0],[1.225618700031191],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
71,0,71,0,125.39799780002795,,125.35741880000569,10,125.39799780002795,125.39799780002795,0.030688900034874678,126.57425669999793,[0.05555555555555555],[0.20925925925925926],[1],[0],[0],[1.1872165000531822],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
72,0,72,0,126.629033499863,,126.57745300000533,10,126.629033499863,126.629033499863,0.03245649999007583,128.93281329981983,[0.48333333333333334],[-0.3416666666666667],[1],[0],[0],[2.3225922998972237],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
73,0,73,0,128.99198199994862,,128.94020770001225,10,128.99198199994862,128.99198199994862,0.030093500157818198,130.931796599878,[-0.49444444444444446],[0.3194444444444444],[1],[0],[0],[1.962257499806583],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
74,0,74,0,130.95536849997006,,130.93539569992572,5,130.95536849997006,130.95536849997006,0.013925099978223443,133.10251909983344,[-0.3388888888888889],[-0.43148148148148147],[1],[0],[0],[2.153036299860105],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
75,0,75,0,133.15521329990588,,133.10908189998008,10,133.15521329990588,133.15521329990588,0.035073400009423494,135.18910059984773,[-0.43333333333333335],[-0.4287037037037037],[1],[0],[0],[2.0455910000018775],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
76,0,76,0,135.24425400001928,,135.19359129993245,10,135.24425400001928,135.24425400001928,0.03369179996661842,136.40019649988972,[-0.2175925925925926],[0.023148148148148147],[1],[0],[0],[1.1735602000262588],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
77,0,77,0,136.4605572000146,,136.40333450003527,10,136.4605572000146,136.4605572000146,0.03010340011678636,137.39983499981463,[-0.053703703703703705],[-0.06388888888888888],[1],[0],[0],[0.966634500073269],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
78,0,78,0,137.42210510000587,,137.40268479986116,5,137.42210510000587,137.42210510000587,0.013138899812474847,138.4515311999712,[-0.3333333333333333],[-0.1287037037037037],[1],[0],[0],[1.0355936998967081],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
79,0,79,0,138.510331899859,,138.45899579999968,10,138.510331899859,138.510331899859,0.040873799938708544,139.9967811999377,[0.3453703703703704],[-0.3611111111111111],[1],[0],[0],[1.4977808999828994],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
80,0,80,0,140.02786779985763,,140.00136410002597,5,140.02786779985763,140.02786779985763,0.018386200070381165,141.6295725000091,[0.013888888888888888],[0.2814814814814815],[1],[0],[0],[1.6103117000311613],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
81,0,81,0,141.6620120999869,,141.63529999996535,5,141.6620120999869,141.6620120999869,0.020999199943616986,142.930582099827,[0.17685185185185184],[0.3509259259259259],[1],[0],[0],[1.2747012998443097],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
82,0,82,0,142.9573571998626,,142.93567519984208,5,142.9573571998626,142.9573571998626,0.016340099973604083,143.9947511998471,[0.09907407407407408],[0.21666666666666667],[1],[0],[0],[1.0425529999192804],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
83,0,83,0,144.04083309997804,,144.00007199984975,10,144.04083309997804,144.04083309997804,0.02948689996264875,147.09551050001755,[-0.18796296296296297],[-0.32592592592592595],[1],[0],[0],[3.066514499951154],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
84,0,84,0,147.12541099986993,,147.09992179996334,5,147.12541099986993,147.12541099986993,0.019077999982982874,150.80662549985573,[0.2101851851851852],[0.4638888888888889],[1],[0],[0],[3.6880751999560744],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
85,0,85,0,150.83092969981954,,150.81016670004465,5,150.83092969981954,150.83092969981954,0.014647699892520905,152.20639339997433,[0.17685185185185184],[0.2],[1],[0],[0],[1.3814160998445004],['target'],713399,001,2024-10-07_20h13.10.287,visualsearch,2024.1.5,None,2024-10-07 20h13.17.467068 +0530,
