trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
31,0,31,0,55.27582149999944,,55.16471160000219,10,55.27582149999944,55.27582149999944,0.0752664999999979,59.09685320000062,[-0.16944444444444445],[0.49444444444444446],[1],[0],[0],[3.857979099997465],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
32,0,32,0,59.13860009999917,,59.098920700002054,10,59.13860009999917,59.13860009999917,0.02187179999964428,61.09330179999961,[-0.262037037037037],[-0.2537037037037037],[1],[0],[0],[1.9726470000023255],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
33,0,33,0,61.1391349000005,,61.09561170000234,10,61.1391349000005,61.1391349000005,0.022855800001707394,64.06544220000069,[0.45925925925925926],[0.12777777777777777],[1],[0],[0],[2.947309099999984],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
34,0,34,0,64.08323340000061,,64.06759149999925,5,64.08323340000061,64.08323340000061,0.009973399999580579,65.3907607000001,[0.3824074074074074],[0.3638888888888889],[1],[0],[0],[1.31326270000136],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
35,0,35,0,65.42698030000247,,65.39450000000215,10,65.42698030000247,65.42698030000247,0.02040130000023055,67.80525670000134,[0.30925925925925923],[-0.23981481481481481],[1],[0],[0],[2.3907290999995894],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
36,0,36,0,67.84413029999996,,67.80745790000219,10,67.84413029999996,67.84413029999996,0.020122099998843623,72.01841910000076,[0.024074074074074074],[0.4703703703703704],[1],[0],[0],[4.191028000001097],[],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
37,0,37,0,72.03693100000237,,72.02065980000043,5,72.03693100000237,72.03693100000237,0.01030469999750494,73.20173590000195,[0.19537037037037036],[0.3388888888888889],[1],[0],[0],[1.1709377999977733],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
38,0,38,0,73.24267089999921,,73.20382160000008,10,73.24267089999921,73.24267089999921,0.026434000003064284,74.6836418999992,[0.4203703703703704],[0.25925925925925924],[1],[0],[0],[1.4535453000025882],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
39,0,39,0,74.72341170000072,,74.6858343999993,10,74.72341170000072,74.72341170000072,0.020223799998348113,77.74870790000205,[-0.08148148148148149],[-0.2462962962962963],[1],[0],[0],[3.0428401000026497],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
40,0,40,0,77.76904800000193,,77.75107930000013,5,77.76904800000193,77.76904800000193,0.010888199998589698,79.11467719999928,[0.02962962962962963],[0.4675925925925926],[1],[0],[0],[1.3529860000016924],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
41,0,41,0,79.14986270000009,,79.1174792999991,10,79.14986270000009,79.14986270000009,0.01976250000006985,83.96114080000189,[-0.046296296296296294],[0.5],[1],[0],[0],[4.824158499999612],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
42,0,42,0,83.98097390000112,,83.96324169999934,5,83.98097390000112,83.98097390000112,0.01029980000021169,85.26071850000153,[-0.3574074074074074],[0.3212962962962963],[1],[0],[0],[1.2873722000003909],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
43,0,43,0,85.27812570000242,,85.26292720000129,5,85.27812570000242,85.27812570000242,0.010199599997577025,87.64273750000211,[-0.22592592592592592],[0.04351851851851852],[1],[0],[0],[2.3697752000007313],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
44,0,44,0,87.66357799999969,,87.64486509999915,5,87.66357799999969,87.66357799999969,0.010571500002697576,89.27451149999979,[-0.3675925925925926],[0.26851851851851855],[1],[0],[0],[1.6192306999982975],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
45,0,45,0,89.29452450000099,,89.27706949999993,5,89.29452450000099,89.29452450000099,0.010067700000945479,91.1242650000022,[0.3425925925925926],[-0.2074074074074074],[1],[0],[0],[1.8370408000009775],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
46,0,46,0,91.16475830000127,,91.12864560000162,10,91.16475830000127,91.16475830000127,0.023695200001384364,93.17177979999906,[0.2712962962962963],[0.3509259259259259],[1],[0],[0],[2.020230199999787],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
47,0,47,0,93.19909290000214,,93.1746744000011,5,93.19909290000214,93.19909290000214,0.016729300001316005,94.8554221000013,[0.41388888888888886],[-0.3277777777777778],[1],[0],[0],[1.664229300000443],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
48,0,48,0,94.8823364000018,,94.85967630000232,5,94.8823364000018,94.8823364000018,0.01670459999877494,96.42240780000066,[-0.030555555555555555],[0.04722222222222222],[1],[0],[0],[1.5464186999997764],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
49,0,49,0,96.46036040000035,,96.42529819999982,10,96.46036040000035,96.46036040000035,0.02398919999905047,97.93591000000015,[0.14351851851851852],[0.2675925925925926],[1],[0],[0],[1.486798699999781],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
50,0,50,0,97.9650232999993,,97.93905110000196,5,97.9650232999993,97.9650232999993,0.01782660000026226,99.3183667000012,[-0.053703703703703705],[0.12407407407407407],[1],[0],[0],[1.361839000001055],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
51,0,51,0,99.33928000000014,,99.3207422000014,5,99.33928000000014,99.33928000000014,0.011629799999354873,100.58494849999988,[0.325],[-0.2101851851851852],[1],[0],[0],[1.2525270000005548],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
52,0,52,0,100.63926379999975,,100.58827079999901,10,100.63926379999975,100.63926379999975,0.03534839999701944,102.05037359999915,[0.05277777777777778],[0.4425925925925926],[1],[0],[0],[1.4267147000027762],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
53,0,53,0,102.07859680000183,,102.05274629999985,5,102.07859680000183,102.07859680000183,0.017169200000353158,104.23256390000097,[-0.28703703703703703],[-0.39444444444444443],[1],[0],[0],[2.1626671999983955],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
54,0,54,0,104.25733200000104,,104.23658070000238,5,104.25733200000104,104.25733200000104,0.01599759999953676,105.64807180000207,[0.3453703703703704],[0.35],[1],[0],[0],[1.3959762999984378],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
55,0,55,0,105.68293919999996,,105.65038730000015,10,105.68293919999996,105.68293919999996,0.021577600000455277,107.07973119999951,[-0.10925925925925926],[-0.06481481481481481],[1],[0],[0],[1.4078246999997646],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
56,0,56,0,107.12100970000029,,107.08221799999956,10,107.12100970000029,107.12100970000029,0.02433460000247578,111.34382960000221,[0.018518518518518517],[-0.07222222222222222],[1],[0],[0],[4.237389199999598],[],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
57,0,57,0,111.37592220000079,,111.34656420000101,5,111.37592220000079,111.37592220000079,0.01807389999885345,112.74351300000126,[-0.48333333333333334],[-0.025925925925925925],[1],[0],[0],[1.379170799998974],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
58,0,58,0,112.77916430000187,,112.74638570000025,10,112.77916430000187,112.77916430000187,0.022081699997215765,116.60704059999989,[-0.1527777777777778],[0.49722222222222223],[1],[0],[0],[3.838928000001033],[],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
59,0,59,0,116.65646100000231,,116.60927570000058,10,116.65646100000231,116.65646100000231,0.02677390000098967,119.96999979999964,[0.11018518518518519],[0.1925925925925926],[1],[0],[0],[3.333831200001441],[],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
60,0,60,0,120.01260860000184,,119.97253750000164,10,120.01260860000184,120.01260860000184,0.020184699998935685,121.65366809999978,[-0.22314814814814815],[0.362962962962963],[1],[0],[0],[1.6611572000001615],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
61,0,61,0,121.67403589999958,,121.65587339999911,5,121.67403589999958,121.67403589999958,0.01158930000019609,123.15427170000112,[0.3055555555555556],[-0.3101851851851852],[1],[0],[0],[1.4867056000002776],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
62,0,62,0,123.17487769999934,,123.1584913000006,5,123.17487769999934,123.17487769999934,0.01147099999798229,125.01894710000124,[0.2796296296296296],[0.5],[1],[0],[0],[1.849506200000178],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
63,0,63,0,125.03792489999978,,125.02107969999997,5,125.03792489999978,125.03792489999978,0.010158099998079706,127.73403640000106,[0.12129629629629629],[0.42592592592592593],[1],[0],[0],[2.702887699997518],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
64,0,64,0,127.77046540000083,,127.73635139999897,10,127.77046540000083,127.77046540000083,0.02315440000165836,130.53254000000015,[-0.3287037037037037],[-0.3990740740740741],[1],[0],[0],[2.7729647000014666],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
65,0,65,0,130.56980490000205,,130.53459460000158,10,130.56980490000205,130.56980490000205,0.01943110000138404,132.03029810000226,[0.2361111111111111],[-0.13333333333333333],[1],[0],[0],[1.4763639000011608],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
66,0,66,0,132.07491660000233,,132.03250180000032,10,132.07491660000233,132.07491660000233,0.01908489999914309,137.27415870000186,[0.17962962962962964],[-0.3333333333333333],[1],[0],[0],[5.222615999999107],[],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
67,0,67,0,137.32128620000003,,137.27790599999935,10,137.32128620000003,137.32128620000003,0.02015409999876283,138.58077760000015,[0.06388888888888888],[-0.11018518518518519],[1],[0],[0],[1.2830217000009725],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
68,0,68,0,138.63837590000185,,138.58394419999968,10,138.63837590000185,138.63837590000185,0.02183810000133235,144.29443630000242,[-0.4527777777777778],[-0.044444444444444446],[1],[0],[0],[5.689042199999676],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
69,0,69,0,144.34655380000186,,144.29670420000184,10,144.34655380000186,144.34655380000186,0.019987899999250658,149.04246860000057,[-0.13333333333333333],[-0.3638888888888889],[1],[0],[0],[4.725725899999816],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
70,0,70,0,149.1002898000006,,149.0456348000007,10,149.1002898000006,149.1002898000006,0.02111270000023069,152.06198120000045,[-0.09537037037037037],[0.42407407407407405],[1],[0],[0],[2.9953604000002088],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
71,0,71,0,152.08142969999972,,152.06430810000165,5,152.08142969999972,152.08142969999972,0.010664400000678143,153.134790600001,[-0.017592592592592594],[0.40370370370370373],[1],[0],[0],[1.0599729999994452],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
72,0,72,0,153.15601779999997,,153.1371188000012,5,153.15601779999997,153.15601779999997,0.01083210000069812,155.13274540000202,[-0.17962962962962964],[-0.24722222222222223],[1],[0],[0],[1.9849393000004056],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
73,0,73,0,155.15208189999976,,155.1353381000008,5,155.15208189999976,155.15208189999976,0.01039640000090003,156.38222189999942,[-0.24259259259259258],[0.31296296296296294],[1],[0],[0],[1.2366552999992564],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
74,0,74,0,156.40174689999913,,156.38454009999987,5,156.40174689999913,156.40174689999913,0.010461300000315532,157.98088610000195,[0.44814814814814813],[-0.15],[1],[0],[0],[1.5860042999993311],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
75,0,75,0,158.00198330000057,,157.98458360000222,5,158.00198330000057,158.00198330000057,0.012362600002234103,159.76378990000012,[-0.10555555555555556],[-0.27870370370370373],[1],[0],[0],[1.7670575000011013],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
76,0,76,0,159.81249469999966,,159.76801640000122,10,159.81249469999966,159.81249469999966,0.02733300000181771,161.62845949999974,[-0.03796296296296296],[0.45555555555555555],[1],[0],[0],[1.8337576000012632],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
77,0,77,0,161.64802740000232,,161.63077619999967,5,161.64802740000232,161.64802740000232,0.010310099998605438,162.96140970000124,[-0.2657407407407407],[-0.005555555555555556],[1],[0],[0],[1.3203237999987323],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
78,0,78,0,162.98144840000168,,162.96399810000003,5,162.98144840000168,162.98144840000168,0.0104907999993884,164.5771253999992,[-0.09537037037037037],[0.07222222222222222],[1],[0],[0],[1.6028112000021792],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
79,0,79,0,164.6127172000015,,164.57967800000188,10,164.6127172000015,164.6127172000015,0.020446099999389844,165.84375240000008,[0.29814814814814816],[0.08981481481481482],[1],[0],[0],[1.243564199998218],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
80,0,80,0,165.86236930000086,,165.84598410000035,5,165.86236930000086,165.86236930000086,0.009865899999567773,166.7592074000022,[0.29814814814814816],[0.03796296296296296],[1],[0],[0],[0.9035264999984065],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
81,0,81,0,166.7950024999991,,166.7613605000006,10,166.7950024999991,166.7950024999991,0.020839699998759897,168.07438380000167,[0.3435185185185185],[0.35648148148148145],[1],[0],[0],[1.2923354000013205],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
82,0,82,0,168.09401870000147,,168.0765859000021,5,168.09401870000147,168.09401870000147,0.010538000002270564,169.5572482000025,[0.4703703703703704],[-0.18333333333333332],[1],[0],[0],[1.4702410000027157],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
83,0,83,0,169.59211829999913,,169.55992120000155,10,169.59211829999913,169.59211829999913,0.02007899999807705,170.922494800001,[0.24351851851851852],[0.3138888888888889],[1],[0],[0],[1.3428048999994644],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
84,0,84,0,170.9617567000023,,170.92466100000092,10,170.9617567000023,170.9617567000023,0.02115629999752855,174.0538271000005,[0.28425925925925927],[-0.3287037037037037],[1],[0],[0],[3.1080862999988312],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
85,0,85,0,174.0725018000012,,174.05616350000128,5,174.0725018000012,174.0725018000012,0.010148199999093777,175.88682110000082,[0.44814814814814813],[0.15648148148148147],[1],[0],[0],[1.8207567999997991],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
86,0,86,0,175.9061881000016,,175.88941899999918,5,175.9061881000016,175.9061881000016,0.010249300001305528,176.8528750000005,[0.3888888888888889],[0.03981481481481482],[1],[0],[0],[0.9534347000007983],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
87,0,87,0,176.88878889999978,,176.85498519999965,10,176.88878889999978,176.88878889999978,0.020064100001036422,177.36870009999984,[0.3888888888888889],[0.03981481481481482],[1],[0],[0],[0.49358569999822066],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
88,0,88,0,177.4063496000017,,177.3711699000014,10,177.4063496000017,177.4063496000017,0.019715700000233483,179.56753350000145,[0.3314814814814815],[0.5],[1],[0],[0],[2.17663530000209],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
89,0,89,0,179.60991840000133,,179.56973090000247,10,179.60991840000133,179.60991840000133,0.02017619999969611,181.59942729999966,[0.13425925925925927],[-0.01574074074074074],[1],[0],[0],[2.0094978000015544],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
90,0,90,0,181.64943080000012,,181.6016548000007,10,181.64943080000012,181.64943080000012,0.021965399999317015,185.3033546000006,[0.22685185185185186],[-0.34629629629629627],[1],[0],[0],[3.679771900002379],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
91,0,91,0,185.3262321000002,,185.30641300000207,5,185.3262321000002,185.3262321000002,0.011767899999540532,186.76364280000053,[0.3972222222222222],[0.16666666666666666],[1],[0],[0],[1.4456907999992836],['target'],278390,001,2024-10-08_12h53.29.987,visualsearch,2024.1.5,None,2024-10-08 12h53.36.134334 +0530,
